City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
274,Birnin Kebbi,NG,76.78,broken clouds,12.4539,4.1975,Saffar Guest Inn Ltd
275,Alhaurin De La Torre,ES,79.23,clear sky,36.664,-4.5614,Hotel Restaurante Cortijo Chico
276,Sibolga,ID,77.63,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
283,Coahuayana,MX,80.37,overcast clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
286,Lompoc,US,75.34,clear sky,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
289,Barcelona,ES,77.54,clear sky,41.3888,2.159,Axel Hotel Barcelona
290,Tautira,PF,77.22,few clouds,-17.7333,-149.15,Pension Oaoa
293,Basco,PH,85.01,overcast clouds,20.4487,121.9702,Nathaniel's Lodge
296,Phan Thiet,VN,85.91,overcast clouds,10.9333,108.1,Hotel Saigon-PT
298,Tahoua,NE,75.33,overcast clouds,14.8888,5.2692,Bungalows Guesthouse
301,Altamira,BR,75.58,clear sky,-3.2033,-52.2064,Requinte Hotel
302,Nanakuli,US,85.98,few clouds,21.3906,-158.1547,Camp Pālehua
303,Sola,VU,79.74,broken clouds,-13.8833,167.55,Leumerus Bungalows
306,Port-Gentil,GA,76.24,overcast clouds,-0.7193,8.7815,Fengshui Residence
307,Champasak,LA,85.12,few clouds,14.75,106.0,Kiat Ngong Wetland BUNGALOW
309,Safaga,EG,85.46,clear sky,26.7292,33.9365,Lamar Resort Abu Soma
312,Pedernales,DO,81.3,overcast clouds,18.0384,-71.744,Hotel Costa Marina
313,Pringsewu,ID,81.19,scattered clouds,-5.3582,104.9744,Urban Style by Front One
316,Makat,KZ,76.51,clear sky,47.6469,53.3463,Umit
320,Bengkulu,ID,78.13,overcast clouds,-3.8004,102.2655,Grage Hotel Bengkulu
321,Tanete,ID,86.29,few clouds,-3.9443,119.7848,Wisma Tri Multi
324,Tocache,PE,76.12,overcast clouds,-8.1842,-76.5125,Residencial JATER
325,Ambon,ID,84.34,scattered clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
326,Lalmohan,BD,85.87,overcast clouds,22.3384,90.7419,Arifur Rahman Miraj
333,Airai,TL,76.5,scattered clouds,-8.9266,125.4092,
335,Panguna,PG,80.98,light rain,-6.3164,155.4848,
337,Jutai,BR,76.3,broken clouds,-5.1833,-68.9,
343,Tessalit,ML,88.66,scattered clouds,20.1986,1.0114,
